lemma,derivation,lemma_raw,lemma_betacode,lemma_betacode_raw,derivation_raw,derivation_betacode,prefix,prefix_betacode,query_lemmas
τρέφος,,τρέφος,tre/fos,trefos,[],[],[],[],τρεφος / trefos
πολυσώματος,"πολύς, σῶμα",πολυσώματος,polusw/matos,poluswmatos,"['πολύς', 'σῶμα']","['polus', 'swma']",[],[],πολυσωματος / poluswmatos
φιλοφρόσυνος,"φίλος, φρήν",φιλοφρόσυνος,filofro/sunos,filofrosunos,"['φίλος', 'φρήν']","['filos', 'frhn']",[],[],φιλοφροσυνος / filofrosunos
ἐθελάστειος,"ἐθέλω, ἀστεῖος",ἐθελάστειος,e)qela/steios,eqelasteios,"['ἐθέλω', 'ἀστεῖος']","['eqelw', 'asteios']",[],[],εθελαστειος / eqelasteios
χερρόνησος,,χερρόνησος,xerro/nhsos,xerronhsos,[],[],[],[],χερρονησος / xerronhsos
μαλακοποιέω,"μαλακός, ποιέω",μαλακοποιέω,malakopoie/w,malakopoiew,"['μαλακός', 'ποιέω']","['malakos', 'poiew']",[],[],μαλακοποιεω / malakopoiew
στριφνότης,στριφνός,στριφνότης,strifno/ths,strifnoths,['στριφνός'],['strifnos'],[],[],στριφνοτης / strifnoths
κολλύχνιον,,κολλύχνιον,kollu/xnion,kolluxnion,[],[],[],[],κολλυχνιον / kolluxnion
μελίγληνος,"μέλι, γλήνη",μελίγληνος,meli/glhnos,meliglhnos,"['μέλι', 'γλήνη']","['meli', 'glhnh']",[],[],μελιγληνος / meliglhnos
βολβώδης,βολβός,βολβώδης,bolbw/dhs,bolbwdhs,['βολβός'],['bolbos'],[],[],βολβωδης / bolbwdhs
Ἀβαρνιάς,,Ἀβαρνιάς,*)Abarnia/s,Abarnias,[],[],[],[],Αβαρνιας / Abarnias
λυκτικός,,λυκτικός,luktiko/s,luktikos,[],[],[],[],λυκτικος / luktikos
προεγγράφω,"πρό, ἐν, γράφω",προεγγράφω,proeggra/fw,proeggrafw,"['πρό', 'ἐν', 'γράφω']","['pro', 'en', 'grafw']","['πρό', 'ἐν']","['pro', 'en']",προεγγραφω / proeggrafw
χοιραδώδης,χοιράς,χοιραδώδης,xoiradw/dhs,xoiradwdhs,['χοιράς'],['xoiras'],[],[],χοιραδωδης / xoiradwdhs
ἐπίσφυρος,"ἐπί, σφυρόν",ἐπίσφυρος,e)pi/sfuros,episfuros,"['ἐπί', 'σφυρόν']","['epi', 'sfuron']",['ἐπί'],['epi'],επισφυρος / episfuros
ἀγγελότης,ἄγγελος,ἀγγελότης,a)ggelo/ths,aggeloths,['ἄγγελος'],['aggelos'],[],[],αγγελοτης / aggeloths
ἀγρυξία,ἄγρυκτος,ἀγρυξία,a)gruci/a,agrucia,['ἄγρυκτος'],['agruktos'],[],[],αγρυξια / agrucia
πάντολμος,"πᾶς, τόλμα",πάντολμος,pa/ntolmos,pantolmos,"['πᾶς', 'τόλμα']","['pas', 'tolma']",[],[],παντολμος / pantolmos
δυσκρινής,"δυσ-, κρίνω",δυσκρινής,duskrinh/s,duskrinhs,"['δυσ', 'κρίνω']","['dus', 'krinw']",['δυσ'],['dus'],δυσκρινης / duskrinhs
προπλάσσω,"πρό, πλάσσω",προπλάσσω,propla/ssw,proplassw,"['πρό', 'πλάσσω']","['pro', 'plassw']",['πρό'],['pro'],προπλασσω / proplassw
μεσοπέλαγος,"μέσος, πέλαγος",μεσοπέλαγος,mesope/lagos,mesopelagos,"['μέσος', 'πέλαγος']","['mesos', 'pelagos']",[],[],μεσοπελαγος / mesopelagos
ἐπιπροβάλλω,"ἐπί, πρό, βάλλω",ἐπιπροβάλλω,e)piproba/llw,epiproballw,"['ἐπί', 'πρό', 'βάλλω']","['epi', 'pro', 'ballw']","['ἐπί', 'πρό']","['epi', 'pro']",επιπροβαλλω / epiproballw
τυμβωρυχέω,"τύμβος, ὀρύσσω",τυμβωρυχέω,tumbwruxe/w,tumbwruxew,"['τύμβος', 'ὀρύσσω']","['tumbos', 'orussw']",[],[],τυμβωρυχεω / tumbwruxew
ἱκεταδόκος,"ἱκέτης, δέχομαι",ἱκεταδόκος,i(ketado/kos,iketadokos,"['ἱκέτης', 'δέχομαι']","['ikeths', 'dexomai']",[],[],ικεταδοκος / iketadokos
δυσεξήγητος,"δυσ-, ἐξ, ἡγέομαι",δυσεξήγητος,dusech/ghtos,dusechghtos,"['δυσ', 'ἐξ', 'ἡγέομαι']","['dus', 'ec', 'hgeomai']","['δυσ', 'ἐξ']","['dus', 'ec']",δυσεξηγητος / dusechghtos
ἀβλεμής 1,"ἀ- intens., βλεμεαίνω",ἀβλεμής,a)blemh/s,ablemhs,['ἀ'],['a'],['ἀ'],['a'],αβλεμης / ablemhs
μεναίχμης,"μένω, αἰχμή",μεναίχμης,menai/xmhs,menaixmhs,"['μένω', 'αἰχμή']","['menw', 'aixmh']",[],[],μεναιχμης / menaixmhs
συμπεραντικός,"σύν, πέρας",συμπεραντικός,sumperantiko/s,sumperantikos,"['σύν', 'πέρας']","['sun', 'peras']",['σύν'],['sun'],συμπεραντικος / sumperantikos
βρύξ,,βρύξ,bru/c,bruc,[],[],[],[],βρυξ / bruc
τᾠκίδιον,,τᾠκίδιον,tw)|ki/dion,twkidion,[],[],[],[],τωκιδιον / twkidion
μάτιον,μάτη,μάτιον,ma/tion,mation,['μάτη'],['math'],[],[],ματιον / mation
προθήβη,"πρό, ἥβη",προθήβη,proqh/bh,proqhbh,"['πρό', 'ἥβη']","['pro', 'hbh']",['πρό'],['pro'],προθηβη / proqhbh
κλοπεία,,κλοπεία,klopei/a,klopeia,[],[],[],[],κλοπεια / klopeia
Βέρισμα,,Βέρισμα,*Be/risma,Berisma,[],[],[],[],Βερισμα / Berisma
φονεύω,φονεύς,φονεύω,foneu/w,foneuw,['φονεύς'],['foneus'],[],[],φονευω / foneuw
σισυρνοδύτης,"σίσυρνος, δύω",σισυρνοδύτης,sisurnodu/ths,sisurnoduths,"['σίσυρνος', 'δύω']","['sisurnos', 'duw']",[],[],σισυρνοδυτης / sisurnoduths
χρυσεόκαρπος,,χρυσεόκαρπος,xruseo/karpos,xruseokarpos,[],[],[],[],χρυσεοκαρπος / xruseokarpos
νυχαλία,νύξ,νυχαλία,nuxali/a,nuxalia,['νύξ'],['nuc'],[],[],νυχαλια / nuxalia
φιλόθρησκος,"φίλος, θρῆσκος",φιλόθρησκος,filo/qrhskos,filoqrhskos,"['φίλος', 'θρῆσκος']","['filos', 'qrhskos']",[],[],φιλοθρησκος / filoqrhskos
θερμίζω,θέρμη,θερμίζω,qermi/zw,qermizw,['θέρμη'],['qermh'],[],[],θερμιζω / qermizw
βαλλήν,,βαλλήν,ballh/n,ballhn,[],[],[],[],βαλλην / ballhn
εἰν,,εἰν,ei)n,ein,[],[],[],[],ειν / ein
Ἀμυθάων,,Ἀμυθάων,*)Amuqa/wn,Amuqawn,[],[],[],[],Αμυθαων / Amuqawn
χειροβολέω,χειρόβολον,χειροβολέω,xeirobole/w,xeirobolew,['χειρόβολον'],['xeirobolon'],[],[],χειροβολεω / xeirobolew
σεληνήεις,σελήνη,σεληνήεις,selhnh/eis,selhnheis,['σελήνη'],['selhnh'],[],[],σεληνηεις / selhnheis
μαρτυρέω,μάρτυς,μαρτυρέω,marture/w,marturew,['μάρτυς'],['martus'],[],[],μαρτυρεω / marturew
παραιτητής,"παρά, αἰτέομαι",παραιτητής,paraithth/s,paraithths,"['παρά', 'αἰτέομαι']","['para', 'aiteomai']",['παρά'],['para'],παραιτητης / paraithths
κείρω,cf. Arm. k’erem,κείρω,kei/rw,keirw,[],[],[],[],κειρω / keirw
ἀποκάθαρμα,"ἀπό, καθαίρω",ἀποκάθαρμα,a)poka/qarma,apokaqarma,"['ἀπό', 'καθαίρω']","['apo', 'kaqairw']",['ἀπό'],['apo'],αποκαθαρμα / apokaqarma
θαρρέω,,θαρρέω,qarre/w,qarrew,[],[],[],[],θαρρεω / qarrew
ἐπιζητέω,"ἐπί, ζητέω",ἐπιζητέω,e)pizhte/w,epizhtew,"['ἐπί', 'ζητέω']","['epi', 'zhtew']",['ἐπί'],['epi'],επιζητεω / epizhtew
προαναστέλλω,"πρό, ἀνά, στέλλω",προαναστέλλω,proanaste/llw,proanastellw,"['πρό', 'ἀνά', 'στέλλω']","['pro', 'ana', 'stellw']","['πρό', 'ἀνά']","['pro', 'ana']",προαναστελλω / proanastellw
ταπεινοφροσύνη,"ταπεινός, φρήν",ταπεινοφροσύνη,tapeinofrosu/nh,tapeinofrosunh,"['ταπεινός', 'φρήν']","['tapeinos', 'frhn']",[],[],ταπεινοφροσυνη / tapeinofrosunh
κερατισμός,κερατίζω,κερατισμός,keratismo/s,keratismos,['κερατίζω'],['keratizw'],[],[],κερατισμος / keratismos
ὕπειμι 2,"ὑπό, εἶμι",ὕπειμι,u(/peimi,upeimi,"['ὑπό', 'εἶμι']","['upo', 'eimi']",['ὑπό'],['upo'],υπειμι / upeimi
γεγώνησις,γεγωνέω,γεγώνησις,gegw/nhsis,gegwnhsis,['γεγωνέω'],['gegwnew'],[],[],γεγωνησις / gegwnhsis
μυωπίας,"μύω, ὤψ",μυωπίας,muwpi/as,muwpias,"['μύω', 'ὤψ']","['muw', 'wy']",[],[],μυωπιας / muwpias
ὑπερκορέννυμι,"ὑπέρ, κορέννυμι",ὑπερκορέννυμι,u(perkore/nnumi,uperkorennumi,"['ὑπέρ', 'κορέννυμι']","['uper', 'korennumi']",['ὑπέρ'],['uper'],υπερκορεννυμι / uperkorennumi
Ἑρμαθήνη,"Ἑρμῆς, Ἀθήνη",Ἑρμαθήνη,*(Ermaqh/nh,Ermaqhnh,"['Ἑρμῆς', 'Ἀθήνη']","['Ermhs', 'Aqhnh']",[],[],Ερμαθηνη / Ermaqhnh
Οὐρανία,οὐρανός,Οὐρανία,*Ou)rani/a,Ourania,['οὐρανός'],['ouranos'],[],[],Ουρανια / Ourania
διορθόω,"διά, ὀρθός",διορθόω,diorqo/w,diorqow,"['διά', 'ὀρθός']","['dia', 'orqos']",['διά'],['dia'],διορθοω / diorqow
φαοσφόρος,"φάος, φέρω",φαοσφόρος,faosfo/ros,faosforos,"['φάος', 'φέρω']","['faos', 'ferw']",[],[],φαοσφορος / faosforos
μόδος,,μόδος,mo/dos,modos,[],[],[],[],μοδος / modos
Λερναῖος,Λέρνα,Λερναῖος,*Lernai=os,Lernaios,['Λέρνα'],['Lerna'],[],[],Λερναιος / Lernaios
Κυρηναῖος,Κυρήνη,Κυρηναῖος,*Kurhnai=os,Kurhnaios,['Κυρήνη'],['Kurhnh'],[],[],Κυρηναιος / Kurhnaios
ψυχρηλατέω,"ψυχρός, ἐλαύνω",ψυχρηλατέω,yuxrhlate/w,yuxrhlatew,"['ψυχρός', 'ἐλαύνω']","['yuxros', 'elaunw']",[],[],ψυχρηλατεω / yuxrhlatew
κάτ,,κάτ,ka/t,kat,[],[],[],[],κατ / kat
κρυμώδης,κρυμός,κρυμώδης,krumw/dhs,krumwdhs,['κρυμός'],['krumos'],[],[],κρυμωδης / krumwdhs
ἀχαλκέω,ἀχάλκεος,ἀχαλκέω,a)xalke/w,axalkew,['ἀχάλκεος'],['axalkeos'],[],[],αχαλκεω / axalkew
εὐχόρευτος,"εὖ, χορεύω",εὐχόρευτος,eu)xo/reutos,euxoreutos,"['εὖ', 'χορεύω']","['eu', 'xoreuw']",['εὖ'],['eu'],ευχορευτος / euxoreutos
ἐκξυλόομαι,"ἐκ, ξυλόω",ἐκξυλόομαι,e)kculo/omai,ekculoomai,"['ἐκ', 'ξυλόω']","['ek', 'culow']",['ἐκ'],['ek'],εκξυλοομαι / ekculoomai
ἀλλαγμός,ἀλλάσσω,ἀλλαγμός,a)llagmo/s,allagmos,['ἀλλάσσω'],['allassw'],[],[],αλλαγμος / allagmos
λάπαξις,λαπάσσω,λάπαξις,la/pacis,lapacis,['λαπάσσω'],['lapassw'],[],[],λαπαξις / lapacis
ῥέα,ῥᾶ,ῥέα,r(e/a,rea,['ῥᾶ'],['ra'],[],[],ρεα / rea
λιθογλυφία,"λίθος, γλύφω",λιθογλυφία,liqoglufi/a,liqoglufia,"['λίθος', 'γλύφω']","['liqos', 'glufw']",[],[],λιθογλυφια / liqoglufia
Φαῖνοψ,,Φαῖνοψ,*Fai=noy,Fainoy,[],[],[],[],Φαινοψ / Fainoy
ἡδύποτος,"ἡδύς, πίνω",ἡδύποτος,h(du/potos,hdupotos,"['ἡδύς', 'πίνω']","['hdus', 'pinw']",[],[],ηδυποτος / hdupotos
πλήμη,πίμπλημι,πλήμη,plh/mh,plhmh,['πίμπλημι'],['pimplhmi'],[],[],πλημη / plhmh
ἕλκω,"cf. Lat. sulcus, Toch. B sälk",ἕλκω,e(/lkw,elkw,[],[],[],[],ελκω / elkw
Σάσπειρες,,Σάσπειρες,*Sa/speires,Saspeires,[],[],[],[],Σασπειρες / Saspeires
συνωνή,"σύν, ὠνέομαι",συνωνή,sunwnh/,sunwnh,"['σύν', 'ὠνέομαι']","['sun', 'wneomai']",['σύν'],['sun'],συνωνη / sunwnh
καταποιέω,"κατά, ποιέω",καταποιέω,katapoie/w,katapoiew,"['κατά', 'ποιέω']","['kata', 'poiew']",['κατά'],['kata'],καταποιεω / katapoiew
δαίτη,δαίομαι,δαίτη,dai/th,daith,['δαίομαι'],['daiomai'],[],[],δαιτη / daith
μηχανία,μηχανή,μηχανία,mhxani/a,mhxania,['μηχανή'],['mhxanh'],[],[],μηχανια / mhxania
δενδροφορία,"δένδρον, φέρω",δενδροφορία,dendrofori/a,dendroforia,"['δένδρον', 'φέρω']","['dendron', 'ferw']",[],[],δενδροφορια / dendroforia
ἐξαναγιγνώσκω,"ἐξ, ἀνά, γιγνώσκω",ἐξαναγιγνώσκω,e)canagignw/skw,ecanagignwskw,"['ἐξ', 'ἀνά', 'γιγνώσκω']","['ec', 'ana', 'gignwskw']","['ἐξ', 'ἀνά']","['ec', 'ana']",εξαναγιγνωσκω / ecanagignwskw
Καῦνος 1,,Καῦνος,*Kau=nos,Kaunos,[],[],[],[],Καυνος / Kaunos
Βρυσωνοθρασυμαχειοληψικέρματος,"Βρύσων, Θρασυμάχειος, λῆψις, κέρμα",Βρυσωνοθρασυμαχειοληψικέρματος,*Bruswnoqrasumaxeiolhyike/rmatos,Bruswnoqrasumaxeiolhyikermatos,"['Βρύσων', 'Θρασυμάχειος', 'λῆψις', 'κέρμα']","['Bruswn', 'Qrasumaxeios', 'lhyis', 'kerma']",[],[],Βρυσωνοθρασυμαχειοληψικερματος / Bruswnoqrasumaxeiolhyikermatos
Μεμφίτης,Μέμφις,Μεμφίτης,*Memfi/ths,Memfiths,['Μέμφις'],['Memfis'],[],[],Μεμφιτης / Memfiths
πολυθάλμιος,"πολύς, θάλλω",πολυθάλμιος,poluqa/lmios,poluqalmios,"['πολύς', 'θάλλω']","['polus', 'qallw']",[],[],πολυθαλμιος / poluqalmios
Τι(σ)σαφέρνης,,Τισσαφέρνης,*Tissafe/rnhs,Tissafernhs,[],[],[],[],Τισσαφερνης / Tissafernhs
νῶε,,νῶε,nw=e,nwe,[],[],[],[],νωε / nwe
ἐγκαταληπτικός,"ἐν, κατά, λαμβάνω",ἐγκαταληπτικός,e)gkatalhptiko/s,egkatalhptikos,"['ἐν', 'κατά', 'λαμβάνω']","['en', 'kata', 'lambanw']","['ἐν', 'κατά']","['en', 'kata']",εγκαταληπτικος / egkatalhptikos
φυτοτρόφος,"φυτόν, τρέφω",φυτοτρόφος,futotro/fos,futotrofos,"['φυτόν', 'τρέφω']","['futon', 'trefw']",[],[],φυτοτροφος / futotrofos
λωφέω,,λωφέω,lwfe/w,lwfew,[],[],[],[],λωφεω / lwfew
σκυλακώδης,σκύλαξ,σκυλακώδης,skulakw/dhs,skulakwdhs,['σκύλαξ'],['skulac'],[],[],σκυλακωδης / skulakwdhs
φόνος,see θείνω,φόνος,fo/nos,fonos,[],[],[],[],φονος / fonos
παγγέλαστος,,παγγέλαστος,pagge/lastos,paggelastos,[],[],[],[],παγγελαστος / paggelastos
ἐπικαρδιάω,"ἐπί, καρδιάω",ἐπικαρδιάω,e)pikardia/w,epikardiaw,"['ἐπί', 'καρδιάω']","['epi', 'kardiaw']",['ἐπί'],['epi'],επικαρδιαω / epikardiaw
ἀνάρτυτος,ἀρτύω,ἀνάρτυτος,a)na/rtutos,anartutos,['ἀρτύω'],['artuw'],[],[],αναρτυτος / anartutos
Μασαβάτης,,Μασαβάτης,*Masaba/ths,Masabaths,[],[],[],[],Μασαβατης / Masabaths
ψαμμουργία,"ψάμμος, ἔργον",ψαμμουργία,yammourgi/a,yammourgia,"['ψάμμος', 'ἔργον']","['yammos', 'ergon']",[],[],ψαμμουργια / yammourgia
προσδιέρχομαι,"πρός, διά, ἔρχομαι",προσδιέρχομαι,prosdie/rxomai,prosdierxomai,"['πρός', 'διά', 'ἔρχομαι']","['pros', 'dia', 'erxomai']","['πρός', 'διά']","['pros', 'dia']",προσδιερχομαι / prosdierxomai
ἀνακραδαίνω,"ἀνά, κραδαίνω",ἀνακραδαίνω,a)nakradai/nw,anakradainw,"['ἀνά', 'κραδαίνω']","['ana', 'kradainw']",['ἀνά'],['ana'],ανακραδαινω / anakradainw
Κινέας,,Κινέας,*Kine/as,Kineas,[],[],[],[],Κινεας / Kineas
βαλαρός,,βαλαρός,balaro/s,balaros,[],[],[],[],βαλαρος / balaros
περιαμαρτισμός,"περί, ἁμαρτία",περιαμαρτισμός,periamartismo/s,periamartismos,"['περί', 'ἁμαρτία']","['peri', 'amartia']",['περί'],['peri'],περιαμαρτισμος / periamartismos
ὑπαυχένιος,"ὑπό, αὐχήν",ὑπαυχένιος,u(pauxe/nios,upauxenios,"['ὑπό', 'αὐχήν']","['upo', 'auxhn']",['ὑπό'],['upo'],υπαυχενιος / upauxenios
ἀντιπερίαμμα,"ἀντί, περίαμμα",ἀντιπερίαμμα,a)ntiperi/amma,antiperiamma,"['ἀντί', 'περίαμμα']","['anti', 'periamma']",['ἀντί'],['anti'],αντιπεριαμμα / antiperiamma
δολιχήρης,"δολιχός, ἀραρίσκω",δολιχήρης,dolixh/rhs,dolixhrhs,"['δολιχός', 'ἀραρίσκω']","['dolixos', 'arariskw']",[],[],δολιχηρης / dolixhrhs
μεγαλοδυνάμενος,"μέγας, δύναμαι",μεγαλοδυνάμενος,megaloduna/menos,megalodunamenos,"['μέγας', 'δύναμαι']","['megas', 'dunamai']",[],[],μεγαλοδυναμενος / megalodunamenos
διακοσιοντάχους,"διακόσιοι, χοῦς",διακοσιοντάχους,diakosionta/xous,diakosiontaxous,"['διακόσιοι', 'χοῦς']","['diakosioi', 'xous']",[],[],διακοσιονταχους / diakosiontaxous
πλειονοψηφοφορία,"πλείων, ψῆφος, φέρω",πλειονοψηφοφορία,pleionoyhfofori/a,pleionoyhfoforia,"['πλείων', 'ψῆφος', 'φέρω']","['pleiwn', 'yhfos', 'ferw']",[],[],πλειονοψηφοφορια / pleionoyhfoforia
οὔνομα,,οὔνομα,ou)/noma,ounoma,[],[],[],[],ουνομα / ounoma
καταδεής 2,"κατά, δείδω",καταδεής,katadeh/s,katadehs,"['κατά', 'δείδω']","['kata', 'deidw']",['κατά'],['kata'],καταδεης / katadehs
ἀλλοχροέω,"ἄλλος, χρόα",ἀλλοχροέω,a)lloxroe/w,alloxroew,"['ἄλλος', 'χρόα']","['allos', 'xroa']",[],[],αλλοχροεω / alloxroew
γλοιάζω,γλοιός 1,γλοιάζω,gloia/zw,gloiazw,['γλοιός'],['gloios'],[],[],γλοιαζω / gloiazw
ὑπερκεφαλέω,"ὑπέρ, κεφαλή",ὑπερκεφαλέω,u(perkefale/w,uperkefalew,"['ὑπέρ', 'κεφαλή']","['uper', 'kefalh']",['ὑπέρ'],['uper'],υπερκεφαλεω / uperkefalew
Ἀχαιός 1,Ἀχαίς,Ἀχαιός,*)Axaio/s,Axaios,['Ἀχαίς'],['Axais'],[],[],Αχαιος / Axaios
Φηγεύς,,Φηγεύς,*Fhgeu/s,Fhgeus,[],[],[],[],Φηγευς / Fhgeus
ὀργάζω,see ἐόργη,ὀργάζω,o)rga/zw,orgazw,[],[],[],[],οργαζω / orgazw
ἐμπλημμυρέω,"ἐν, πλημμυρέω",ἐμπλημμυρέω,e)mplhmmure/w,emplhmmurew,"['ἐν', 'πλημμυρέω']","['en', 'plhmmurew']",['ἐν'],['en'],εμπλημμυρεω / emplhmmurew
ἐκδανειστικός,"ἐκ, δανείζω",ἐκδανειστικός,e)kdaneistiko/s,ekdaneistikos,"['ἐκ', 'δανείζω']","['ek', 'daneizw']",['ἐκ'],['ek'],εκδανειστικος / ekdaneistikos
Λεσβοκλῆς,,Λεσβοκλῆς,*Lesboklh=s,Lesboklhs,[],[],[],[],Λεσβοκλης / Lesboklhs
συσκευοφορέω,"σύν, σκευοφορέω",συσκευοφορέω,suskeuofore/w,suskeuoforew,"['σύν', 'σκευοφορέω']","['sun', 'skeuoforew']",['σύν'],['sun'],συσκευοφορεω / suskeuoforew
ἑλκτός,ἕλκω,ἑλκτός,e(lkto/s,elktos,['ἕλκω'],['elkw'],[],[],ελκτος / elktos
κορωνίτης,,κορωνίτης,korwni/ths,korwniths,[],[],[],[],κορωνιτης / korwniths
οὐδενόω,οὐδέν,οὐδενόω,ou)deno/w,oudenow,['οὐδέν'],['ouden'],[],[],ουδενοω / oudenow
φακῆ,φακός,φακῆ,fakh=,fakh,['φακός'],['fakos'],[],[],φακη / fakh
αὐτοέν,"αὐτός, εἷς",αὐτοέν,au)toe/n,autoen,"['αὐτός', 'εἷς']","['autos', 'eis']",['εἷς'],['eis'],αυτοεν / autoen
