lemma;derivation;meaning;lsj_ulr;pos;Clean
ὀρθωτήρ;['ὀρθόω'];"- one who sets; keeps upright, restorer; preserver";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)rqwth/r;noun;yes
κωλυτήρ;['κωλύω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kwluth/r;noun;yes
πρατήρ;['πιπράσκω'];- seller;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prath/r;noun;yes
θετήρ;['τίθημι'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qeth/r;noun;yes
σοφιστορήτωρ;['σοφιστής', 'ῥήτωρ'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sofistorh/twr;;yes
θεσπιστήρ;['θεσπίζω'];;;;yes
κωμήτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kwmh/twr;;yes
ζῳοδοτήρ;['ζωός', 'δίδωμι'];;;;yes
διυλιστήρ;['διά', 'ὑλίζω'];- filter, strainer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diulisth/r;noun;yes
Αὐτοκράτωρ;[];;;noun;no
εὐπάτωρ;['εὖ', 'πατήρ'];- a good father;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=eu)pa/twr;noun;no
διώκτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diw/ktwr;noun;yes
πατρολέτωρ;['πατήρ', 'ὄλλυμι'];- parricide;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=patrole/twr;noun;yes
ἐφυβριστήρ;['ἐπί', 'ὑβρίζω'];- insulting;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)fubristh/r;noun;yes
προπράκτωρ;['πρό', 'πράσσω'];;;;yes
μεταλλακτήρ;['μετά', 'ἀλλάσσω'];- one that changes;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=metallakth/r;noun;yes
κλιματήρ;[];;;;yes
στοιχειοκράτωρ;['στοιχεῖον', 'κράτος'];- who presided over the elements;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=stoixeiokra/twr;noun;yes
φιλήτωρ;['φιλέω'];"- lover
- loving";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=filh/twr;noun;yes
ἐτήρ;['ἔτος'];- one year old;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)th/r;noun;no
ὁδηγητήρ;['ὁδηγέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o(dhghth/r;noun;yes
προκαθηγητήρ;['πρό', 'κατά', 'ἡγέομαι'];- wedgeshaped instrument for setting the;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prokaqhghth/r;noun;yes
ἐποπτήρ;['ἐπί', 'ὀπτήρ'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)popth/r;noun;yes
ἐκφάντωρ;['ἐκ', 'φαίνω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)kfa/ntwr;;yes
τραχηλιστήρ;['τραχηλίζω'];- bandage;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=traxhlisth/r;noun;yes
ναετήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=naeth/r;noun;yes
ἐξακεστήρ;['ἐξ', 'ἀκέομαι'];;;;yes
ἴκτηρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)/kthr;;yes
ἀγχιστήρ;['ἄγχιστος'];- one who brings near;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)gxisth/r;noun;yes
καθηγητήρ;['κατά', 'ἡγέομαι'];;;noun;yes
ὁμογενέτωρ;['ὁμός', 'γένος'];;;noun;yes
κολαπτήρ;['κολάπτω'];- chisel;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kolapth/r;noun;yes
Μέντωρ;[];;;noun;no
μαστίκτωρ;['μαστίζω'];- scourger;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=masti/ktwr;noun;yes
ὑποφραστήρ;['ὑπό', 'φράζω'];;;;yes
βεστίτωρ  βεστήτωρ;[];;;;yes
ἀρυτήρ;['ἀρύω'];"- ladle; cup";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ruth/r;noun;yes
αὐτοκράτωρ;['αὐτός', 'κράτος'];"- one's own master
- complete master of";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)tokra/twr;noun;yes
μυξωτήρ;['μύξα'];;;;yes
χαλκαλέκτωρ;['χαλκός', 'ἀλέκτωρ'];;;;yes
τμητήρ;[];"- one who cuts; severs, destroyer";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tmhth/r;noun;yes
λαμπτήρ;['λάμπω'];"- stand; grate; for lighting rooms";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lampth/r;noun;yes
Κράντωρ;[];;;noun;no
πλουτοδοτήρ;['πλουτοδοτέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ploutodoth/r;noun;yes
ἀνακλιντήρ;['ἀνά', 'κλίνω'];- neighbour at dinner;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)naklinth/r;noun;yes
ἀμπελοφύτωρ;['ἄμπελος', 'φύω'];- vine-planter;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)mpelofu/twr;noun;yes
κυρωτήρ;['κυρόω'];- one who has the;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kurwth/r;noun;yes
ἐξάκτωρ;[];"- exactor; his office";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)ca/ktwr;noun;yes
ἀλέκτωρ;['ἀλέξω'];;;noun;yes
ψακτήρ;[];;;noun;?
βρωμήτωρ;['βρωμάομαι'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=brwmh/twr;noun;yes
λυμάντωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=luma/ntwr;noun;yes
προβοκάτωρ;[];;;;yes
ἐκδοτήρ;['ἐκ', 'δίδωμι'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)kdoth/r;;yes
λεαντήρ;['λεαίνω'];"- grinder; pestle";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=leanth/r;noun;yes
μασχαλιστήρ;['μασχάλη'];"- girth passing round the horse behind his shoulders
- girth, band
- second dorsal vertebra";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=masxalisth/r;noun;no
θεριστήρ;['θερίζω'];- mower, reaper;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qeristh/r;noun;yes
βώτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=bw/twr;noun;yes
κοσμοκράτωρ;['κόσμος', 'κρατέω'];- lord of the world;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kosmokra/twr;noun;yes
αὐτομήτωρ;['αὐτός', 'μήτηρ'];"- very mother herself; her mother's very child";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)tomh/twr;noun;no
πυριατήρ;['πυριάζω'];"- hot-water bottle; warming-pan";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=puriath/r;noun;yes
καλλιπάτωρ;['καλός', 'πατήρ'];;;;no
δημοκράτωρ;['δῆμος', 'κράτος'];;;;yes
ἀλφηστήρ;['ἀλφάνω'];;;;yes
τριγωνοκράτωρ;['τρι', 'γωνία', 'κράτος'];- ruler of a zodiacal triangle;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=trigwnokra/twr;noun;yes
ἁλιγενέτωρ;['ἄλς', 'γενέτωρ'];;;;yes
δικτάτωρ;[];"- dictator; the dictatorship";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dikta/twr;noun;yes
ἐπιχυτήρ;['ἐπί', 'χέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pixuth/r;noun;yes
χρωστήρ;['χρῴζω'];"- that which colours; dyes";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xrwsth/r;noun;yes
αἰσυητήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ai)suhth/r;noun;yes
πατρομήτωρ;['πατήρ', 'μήτηρ'];- mother's father;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=patromh/twr;noun;no
ὑμνοθετήρ;[];;;noun;yes
πεντηκοντήρ;['πεντήκοντα'];- commander of fifty men;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=penthkonth/r;noun;yes
ἀποδεκτήρ;['ἀπό', 'δέχομαι'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)podekth/r;noun;yes
συγγεννήτωρ;['συγγεννάω'];- one who assists in generating, common parent;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=suggennh/twr;noun;yes
ἐφάπτωρ;['ἑφάπτω'];"- laying hold of, seizing
- one who strokes; caresses";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)fa/ptwr;noun;yes
ἀθλοπάτωρ;['ἆθλος', 'πατήρ'];;;;no
θρεπτήρ;['τρέφω'];- feeder, rearer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qrepth/r;noun;yes
ἱππαστήρ;['ἱππάζω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i(ppasth/r;noun;yes
ἱκτήρ;['ἱκνέομαι'];- a suppliant;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i(kth/r;noun;yes
ὁρμοδοτήρ;['ὅρμος', 'δοτήρ'];- harbour-giver;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o(rmodoth/r;noun;yes
προστεγαστήρ;[];- provisional roofing;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prostegasth/r;noun;yes
συνδαίτωρ;['σύν', 'δαίς'];- companion at table;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sundai/twr;noun;yes
παρακλήτωρ;['παρά', 'καλέω'];- one who encourages, comforter;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paraklh/twr;noun;yes
τεύκτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=teu/ktwr;noun;yes
πλυτήρ;['πλύνω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pluth/r;noun;yes
κάτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ka/twr;noun;?
περιξυστήρ;['περί', 'ξύω'];"- surgical instrument for scraping; smoothing bones";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pericusth/r;noun;yes
φυσήτωρ;['φυσάω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fush/twr;noun;yes
νυμφευτήρ;['νυμφεύω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=numfeuth/r;;yes
δεκτήρ;['δέχομαι'];- receiver;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dekth/r;noun;yes
πετευριστήρ;['πετευρίζομαι'];- tumbler, acrobat;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=peteuristh/r;noun;yes
ἀμαλλοδετήρ;['ἄμαλλα', 'δέω'];- binder of sheaves;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)mallodeth/r;noun;yes
κουφιστήρ;['κουφίζω'];- ring-pad;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=koufisth/r;noun;yes
συλήτωρ;['συλάω'];- plunderer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sulh/twr;noun;yes
θελκτήρ;['θέλγω'];- soother, charmer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qelkth/r;noun;yes
θοινάτωρ;['θοινάω'];- feaster;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qoina/twr;noun;yes
κυτογάστωρ;['κύτος', 'γαστήρ'];- with capacious belly;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kutoga/stwr;noun;no
εἰσπράκτωρ;['εἰς', 'πράσσω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ei)spra/ktwr;noun;yes
ἐλεγκτήρ;['ἐλέγχω'];"- one who convicts; detects";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)legkth/r;noun;yes
νευστήρ;['νέω'];- swimmer, sailor;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=neusth/r;noun;yes
κράντωρ;['κραίνω'];- ruler, sovereign;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kra/ntwr;noun;yes
Καλλικτήρ;[];;;noun;no
πωλητήρ;['πωλέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pwlhth/r;noun;yes
ὀρχηστήρ;['ὀρχέομαι'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)rxhsth/r;noun;yes
καθετήρ;['κατά', 'ἵημι'];- anything let down into, inserted;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kaqeth/r;noun;yes
συντακτήρ;['σύν', 'τάσσω'];- one who arranges;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=suntakth/r;noun;yes
μηνυτήρ;['μηνύω'];"- informer, guide; one who shows, reveals";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mhnuth/r;noun;yes
σταχυμήτωρ;['στάχυς', 'μήτηρ'];- mother of ears of corn;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=staxumh/twr;noun;no
φιλορήτωρ;['φίλος', 'ῥήτωρ'];- fond of rhetoric;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=filorh/twr;noun;yes
εὐθυντήρ;['εὐθύνω'];- corrector, chastiser;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=eu)qunth/r;noun;yes
θηρευτήρ;['θηρεύω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qhreuth/r;noun;yes
ψευδορήτωρ;['ψευδής', 'ῥήτωρ'];;;;yes
τιθηνητήρ;['τιθηνέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tiqhnhth/r;noun;yes
φωτοκράτωρ;['φῶς', 'κρατέω'];- lord of light;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fwtokra/twr;noun;yes
ἐνδυτήρ;['ἐν', 'δύω'];- for putting on;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)nduth/r;noun;yes
λουτήρ;['λούω'];"- washing; bathing-tub";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=louth/r;noun;yes
ἀικτήρ;['ἀίσσω'];;;noun;yes
φρήτηρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=frh/thr;;no
ποδιστήρ;['ποδίζω'];"- foot-entangling
- tripod";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=podisth/r;noun;yes
δυσμάτωρ;['δυσ', 'μήτηρ'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dusma/twr;noun;no
γαστήρ;[];"- paunch, belly; belly; wide part
- womb; infancy";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=gasth/r;noun;no
ζευκτήρ;['ζεύγνυμι'];"- one who yokes; joins";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=zeukth/r;noun;yes
δρηστήρ;['δράω'];"- labourer, working man
- runaway";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=drhsth/r;noun;yes
συμπαίκτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sumpai/ktwr;noun;yes
μεγαλοκράτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=megalokra/twr;noun;yes
χαλκοδεσμήτωρ;['δέω'];;;;yes
ἀλειπτήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)leipth/r;noun;yes
μουσομήτωρ;['μοῦσα', 'μήτηρ'];- the mother of Musesand all arts;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mousomh/twr;noun;no
πελλητήρ;['πέλλα'];;;;yes
ἡδυντήρ;['ἡδύνω'];- seasoning;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=h(dunth/r;noun;yes
στρεπτήρ;['στρέφω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=strepth/r;noun;yes
πυρικαύτωρ;['πῦρ', 'καίω'];- burning with fire;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=purikau/twr;;yes
γενέτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=gene/twr;noun;yes
παμψέκτωρ;['πᾶς', 'ψέγω'];- one that blames all;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pamye/ktwr;noun;yes
ἀμμοδύτωρ;['ἄμμος', 'δύω'];- burrowing in sand;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)mmodu/twr;noun;yes
μεγιστοπάτωρ;['μέγιστος', 'πατήρ'];- greatest of fathers;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=megistopa/twr;noun;no
αὐτοπατήρ;['αὐτός', 'πατήρ'];;;;no
παλαιομάτωρ;['παλαιός', 'μήτηρ'];- ancient mother;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=palaioma/twr;noun;no
ὀνομακλήτωρ;['ὄνομα', 'καλέω'];"- one who announces guests by name; nomenclator";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)nomaklh/twr;noun;yes
τριτοπάτωρ;['τρίτος', 'πατήρ'];;;;no
ὑφηγητήρ;['ὑπό', 'ἡγέομαι'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(fhghth/r;noun;yes
φρουρητήρ;['φρουρέω'];- watcher, guard;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=frourhth/r;noun;yes
προκτήτωρ;['πρό', 'κτάομαι'];- previous owner;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prokth/twr;noun;yes
ἀκέστωρ;['ἀκέω'];- healer, saviour;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ke/stwr;noun;yes
ἑπταμήτωρ;['ἑπτά', 'μήτηρ'];- mother of seven children;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e(ptamh/twr;noun;no
ἀναμασχαλιστήρ;['ἀνά', 'μασχαλιστήρ'];- shoulder-strap;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)namasxalisth/r;noun;no
κερδαντήρ;['κερδαίνω'];;;;yes
φορμικτήρ;['φορμίζω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=formikth/r;noun;yes
λυτήρ;['λύω'];"- one who looses, deliverer
- arbitrator, decider";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=luth/r;noun;yes
ἰάτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)a/twr;;yes
σχαστήρ;['σχάζω'];"- clothes-hanger; -stretcher; tendicula";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sxasth/r;noun;yes
μακτήρ;['μάσσω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=makth/r;noun;yes
πεκτήρ;['πέκω'];- shearer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pekth/r;noun;yes
Τιτανοκράτωρ;['Τιτάν', 'κρατέω'];- conqueror of the Titans;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=*titanokra/twr;noun;yes
Ἀμύντωρ;[];;;noun;no
μητροπάτωρ;['μήτηρ', 'πατήρ'];- mother's father, grandfather;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mhtropa/twr;noun;no
πτεροφύτωρ;['πτερόν', 'φύω'];- feather-producing;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pterofu/twr;noun;yes
ἀκοντιστήρ;['ἀκοντίζω'];"- darting, hurtling; Dritter Bericht";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)kontisth/r;noun;yes
ἀγητήρ;[];;;;yes
εὐναστήρ;['εὐνάζω'];- serving as an anchor;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=eu)nasth/r;noun;yes
ζηνοδοτήρ;['Ζεύς', 'δοτήρ'];;;;yes
διμήτωρ;['δίς', 'μήτηρ'];- twice-born;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dimh/twr;noun;no
μισομήτωρ;['μισέω', 'μήτηρ'];;;;no
ὀβολοστατήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)bolostath/r;noun;yes
κνάπτωρ;['κνάπτω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kna/ptwr;;yes
οὐσιοπάτωρ;['οὐσία', 'πατήρ'];- father of existence;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ou)siopa/twr;noun;no
ὀξυντήρ;['ὀξύνω'];- sharpener;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)cunth/r;noun;yes
φαρμακτήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=farmakth/r;noun;yes
γιγαντολέτωρ;['γίγας', 'ὄλλυμι'];;;;yes
ἰσομάτωρ;['ἴσος', 'μήτηρ'];"- like one's mother; dam";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)soma/twr;noun;no
συνοικητήρ;['συνοικέω'];- house-fellow;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunoikhth/r;noun;yes
ἐπιβώτωρ;['ἐπί', 'βώτωρ'];- shepherd;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pibw/twr;noun;yes
ὀμφητήρ;['ὀμφή'];- soothsayer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)mfhth/r;noun;yes
κατευθυντήρ;['κατά', 'εὐθύνω'];;;;yes
τρυγητήρ;['τρυγάω'];"- one who gathers ripe fruit; grapes";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=trughth/r;noun;yes
ἀκεστήρ;['ἀκέω'];- healer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)kesth/r;noun;yes
μονομήτωρ;['μόνος', 'μήτηρ'];- bereft of a mother;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=monomh/twr;noun;no
ὀνάτωρ;['ὀνίνημι'];;;noun;yes
δαϊκτήρ;['δαΐζω'];;;noun;yes
ἵστωρ;[];;;noun;yes
κατοπτήρ;['κατά', 'ὀπτεύω'];- spy, scout;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katopth/r;noun;yes
ἐπικρατήτωρ;['ἐπί', 'κρατέω'];- ruling;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pikrath/twr;noun;yes
οἰνοποτήρ;['οἶνος', 'πίνω'];- wine-drinker;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=oi)nopoth/r;noun;yes
ὀνυχιστήρ;['ὀνυχίζω'];- hoof;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)nuxisth/r;noun;yes
σαφήτωρ;['σάφα'];- explainer, interpreter;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=safh/twr;noun;yes
τριετήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=trieth/r;noun;no
αὐτοπάτωρ;['αὐτός', 'πατήρ'];- self-engendered;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)topa/twr;noun;no
κατονειδιστήρ;['κατά', 'ὀνειδίζω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katoneidisth/r;noun;yes
μανδάτωρ;[];;;;yes
Γενέτωρ;[];;;noun;yes
ὁριοκράτωρ;['ὅριον', 'κρατέω'];- ruler of certain degrees in a zodiacal sign;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o(riokra/twr;noun;yes
τριπάτωρ;['τρι', 'πατήρ'];- having three fathers;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tripa/twr;noun;no
ἀγρωστήρ;['ἀγρός'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)grwsth/r;noun;yes
ματήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=math/r;noun;no
